"Parameter.ID","Parameter.Label","Columns","True Number of Groups","Method","Statistic","Determined Number of Groups","RunTime"
4,"Full covariance, small overlap",1000,1,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",10,1,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",100,1,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",500,1,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
2,"Closer means, identity cov",10,4,"mclustBootstrapLRT: EII","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",1000,1,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
1,"Well-separated means, identity cov",10,2,"mclustBootstrapLRT: EVE","p-value: 0.001",">1","0.8453s"
1,"Well-separated means, identity cov",100,2,"mclustBootstrapLRT: EVE","p-value: 0.001",">1","1.9752s"
1,"Well-separated means, identity cov",500,2,"mclustBootstrapLRT: EVE","p-value: 0.001",">1","6.8418s"
1,"Well-separated means, identity cov",1000,2,"mclustBootstrapLRT: EVE","p-value: 0.001",">1","20.6959s"
2,"Closer means, identity cov",100,2,"mclustBootstrapLRT: EVE","p-value: 0.001",">1","2.6446s"
2,"Closer means, identity cov",500,2,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
2,"Closer means, identity cov",1000,2,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",10,2,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
2,"Closer means, identity cov",100,4,"mclustBootstrapLRT: EII","p-value: 0.001",">1","1.9338s"
3,"Closer still, diag cov varied scale",100,2,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",500,2,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",1000,2,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
4,"Full covariance, small overlap",10,2,"mclustBootstrapLRT: EVE","p-value: 0.001",">1","0.7845s"
4,"Full covariance, small overlap",100,2,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
4,"Full covariance, small overlap",500,2,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
4,"Full covariance, small overlap",1000,2,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",10,2,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",100,2,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",500,2,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
2,"Closer means, identity cov",500,4,"mclustBootstrapLRT: EII","p-value: 0.001",">1","3.6425s"
5,"High overlap, full covariance + correlation",1000,2,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
1,"Well-separated means, identity cov",10,3,"mclustBootstrapLRT: EVE","p-value: 0.001",">1","2.603s"
1,"Well-separated means, identity cov",100,3,"mclustBootstrapLRT: EVE","p-value: 0.001",">1","2.8113s"
1,"Well-separated means, identity cov",500,3,"mclustBootstrapLRT: EVE","p-value: 0.001",">1","6.8994s"
1,"Well-separated means, identity cov",1000,3,"mclustBootstrapLRT: EVE","p-value: 0.001",">1","9.1005s"
2,"Closer means, identity cov",10,3,"mclustBootstrapLRT: EVE","p-value: 0.001",">1","1.3852s"
2,"Closer means, identity cov",100,3,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
2,"Closer means, identity cov",500,3,"mclustBootstrapLRT: EVE","p-value: 0.001",">1","7.9635s"
2,"Closer means, identity cov",1000,3,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",10,3,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
2,"Closer means, identity cov",1000,4,"mclustBootstrapLRT: EII","p-value: 0.001",">1","5.0025s"
3,"Closer still, diag cov varied scale",100,3,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",500,3,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",1000,3,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
4,"Full covariance, small overlap",10,3,"mclustBootstrapLRT: EVE","p-value: 0.001",">1","340.6391s"
4,"Full covariance, small overlap",100,3,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
4,"Full covariance, small overlap",500,3,"mclustBootstrapLRT: EVE","p-value: 0.001",">1","7.2253s"
4,"Full covariance, small overlap",1000,3,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",10,3,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",100,3,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",500,3,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",10,4,"mclustBootstrapLRT: EII","p-value: 0.017",">1","0.3468s"
2,"Closer means, identity cov",100,1,"mclustBootstrapLRT: EII","p-value: 0.001",">1","0.6859s"
5,"High overlap, full covariance + correlation",1000,3,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
1,"Well-separated means, identity cov",10,4,"mclustBootstrapLRT: EVE","p-value: 0.001",">1","20.4394s"
1,"Well-separated means, identity cov",100,4,"mclustBootstrapLRT: EVE","p-value: 0.001",">1","2.8814s"
1,"Well-separated means, identity cov",500,4,"mclustBootstrapLRT: EVE","p-value: 0.001",">1","10.3824s"
1,"Well-separated means, identity cov",1000,4,"mclustBootstrapLRT: EVE","p-value: 0.001",">1","10.0454s"
2,"Closer means, identity cov",10,4,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
2,"Closer means, identity cov",100,4,"mclustBootstrapLRT: EVE","p-value: 0.001",">1","3.1249s"
2,"Closer means, identity cov",500,4,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
2,"Closer means, identity cov",1000,4,"mclustBootstrapLRT: EVE","p-value: 0.001",">1","11.5281s"
3,"Closer still, diag cov varied scale",10,4,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",100,4,"mclustBootstrapLRT: EII","p-value: 0.001",">1","1.1645s"
3,"Closer still, diag cov varied scale",100,4,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",500,4,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",1000,4,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
4,"Full covariance, small overlap",10,4,"mclustBootstrapLRT: EVE","p-value: 0.001",">1","2.3891s"
4,"Full covariance, small overlap",100,4,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
4,"Full covariance, small overlap",500,4,"mclustBootstrapLRT: EVE","p-value: 0.001",">1","13.1046s"
4,"Full covariance, small overlap",1000,4,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",10,4,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",100,4,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",500,4,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",500,4,"mclustBootstrapLRT: EII","p-value: 0.001",">1","2.5329s"
5,"High overlap, full covariance + correlation",1000,4,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
1,"Well-separated means, identity cov",10,1,"mclustBootstrapLRT: VVE","p-value: 0.011",">1","0.8611s"
1,"Well-separated means, identity cov",100,1,"mclustBootstrapLRT: VVE","p-value: 0.001",">1","1.5503s"
1,"Well-separated means, identity cov",500,1,"mclustBootstrapLRT: VVE","p-value: 0.001",">1","5.6533s"
1,"Well-separated means, identity cov",1000,1,"mclustBootstrapLRT: VVE","p-value: 0.001",">1","3.4286s"
2,"Closer means, identity cov",10,1,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
2,"Closer means, identity cov",100,1,"mclustBootstrapLRT: VVE","p-value: 0.001",">1","1.8882s"
2,"Closer means, identity cov",500,1,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
2,"Closer means, identity cov",1000,1,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",10,1,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",1000,4,"mclustBootstrapLRT: EII","p-value: 0.001",">1","6.7025s"
3,"Closer still, diag cov varied scale",100,1,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",500,1,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",1000,1,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
4,"Full covariance, small overlap",10,1,"mclustBootstrapLRT: VVE","p-value: 0.004",">1","0.731s"
4,"Full covariance, small overlap",100,1,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
4,"Full covariance, small overlap",500,1,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
4,"Full covariance, small overlap",1000,1,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",10,1,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",100,1,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",500,1,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
4,"Full covariance, small overlap",10,4,"mclustBootstrapLRT: EII","p-value: 0.8352","1","0.3394s"
5,"High overlap, full covariance + correlation",1000,1,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
1,"Well-separated means, identity cov",10,2,"mclustBootstrapLRT: VVE","p-value: 0.001",">1","0.9798s"
1,"Well-separated means, identity cov",100,2,"mclustBootstrapLRT: VVE","p-value: 0.001",">1","2.4529s"
1,"Well-separated means, identity cov",500,2,"mclustBootstrapLRT: VVE","p-value: 0.001",">1","12.8419s"
1,"Well-separated means, identity cov",1000,2,"mclustBootstrapLRT: VVE","p-value: 0.001",">1","12.9978s"
2,"Closer means, identity cov",10,2,"mclustBootstrapLRT: VVE","p-value: 0.001",">1","1.3137s"
2,"Closer means, identity cov",100,2,"mclustBootstrapLRT: VVE","p-value: 0.001",">1","2.2661s"
2,"Closer means, identity cov",500,2,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
2,"Closer means, identity cov",1000,2,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",10,2,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
4,"Full covariance, small overlap",100,4,"mclustBootstrapLRT: EII","p-value: 0.001",">1","1.3374s"
3,"Closer still, diag cov varied scale",100,2,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",500,2,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",1000,2,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
4,"Full covariance, small overlap",10,2,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
4,"Full covariance, small overlap",100,2,"mclustBootstrapLRT: VVE","p-value: 0.001",">1","2.7022s"
4,"Full covariance, small overlap",500,2,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
4,"Full covariance, small overlap",1000,2,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",10,2,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",100,2,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",500,2,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
4,"Full covariance, small overlap",500,4,"mclustBootstrapLRT: EII","p-value: 0.001",">1","3.2119s"
5,"High overlap, full covariance + correlation",1000,2,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
1,"Well-separated means, identity cov",10,3,"mclustBootstrapLRT: VVE","p-value: 0.001",">1","0.9792s"
1,"Well-separated means, identity cov",100,3,"mclustBootstrapLRT: VVE","p-value: 0.001",">1","1.5458s"
1,"Well-separated means, identity cov",500,3,"mclustBootstrapLRT: VVE","p-value: 0.001",">1","6.7786s"
1,"Well-separated means, identity cov",1000,3,"mclustBootstrapLRT: VVE","p-value: 0.001",">1","12.3977s"
2,"Closer means, identity cov",10,3,"mclustBootstrapLRT: VVE","p-value: 0.001",">1","0.8392s"
2,"Closer means, identity cov",100,3,"mclustBootstrapLRT: VVE","p-value: 0.001",">1","2.3549s"
2,"Closer means, identity cov",500,3,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
2,"Closer means, identity cov",1000,3,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",10,3,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
4,"Full covariance, small overlap",1000,4,"mclustBootstrapLRT: EII","p-value: 0.001",">1","28.5698s"
3,"Closer still, diag cov varied scale",100,3,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",500,3,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",1000,3,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
4,"Full covariance, small overlap",10,3,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
4,"Full covariance, small overlap",100,3,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
4,"Full covariance, small overlap",500,3,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
4,"Full covariance, small overlap",1000,3,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",10,3,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",100,3,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",500,3,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",10,4,"mclustBootstrapLRT: EII","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",1000,3,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
1,"Well-separated means, identity cov",10,4,"mclustBootstrapLRT: VVE","p-value: 0.001",">1","0.716s"
1,"Well-separated means, identity cov",100,4,"mclustBootstrapLRT: VVE","p-value: 0.001",">1","1.5075s"
1,"Well-separated means, identity cov",500,4,"mclustBootstrapLRT: VVE","p-value: 0.001",">1","5.3847s"
1,"Well-separated means, identity cov",1000,4,"mclustBootstrapLRT: VVE","p-value: 0.001",">1","8.9478s"
2,"Closer means, identity cov",10,4,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
2,"Closer means, identity cov",100,4,"mclustBootstrapLRT: VVE","p-value: 0.001",">1","1.8323s"
2,"Closer means, identity cov",500,4,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
2,"Closer means, identity cov",1000,4,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",10,4,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",100,4,"mclustBootstrapLRT: EII","p-value: 0.001",">1","1.0214s"
3,"Closer still, diag cov varied scale",100,4,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",500,4,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",1000,4,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
4,"Full covariance, small overlap",10,4,"mclustBootstrapLRT: VVE","p-value: 0.001",">1","0.9511s"
4,"Full covariance, small overlap",100,4,"mclustBootstrapLRT: VVE","p-value: 0.001",">1","1.9363s"
4,"Full covariance, small overlap",500,4,"mclustBootstrapLRT: VVE","p-value: 0.001",">1","14.3316s"
4,"Full covariance, small overlap",1000,4,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",10,4,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",100,4,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",500,4,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",500,4,"mclustBootstrapLRT: EII","p-value: 0.001",">1","5.9593s"
2,"Closer means, identity cov",500,1,"mclustBootstrapLRT: EII","p-value: 0.001",">1","3.6985s"
5,"High overlap, full covariance + correlation",1000,4,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
1,"Well-separated means, identity cov",10,1,"mclustBootstrapLRT: EEV","p-value: 0.023",">1","0.4225s"
1,"Well-separated means, identity cov",100,1,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","1.1417s"
1,"Well-separated means, identity cov",500,1,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","3.6322s"
1,"Well-separated means, identity cov",1000,1,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","7.4422s"
2,"Closer means, identity cov",100,1,"mclustBootstrapLRT: EEV","p-value: NA","NA",NA
2,"Closer means, identity cov",500,1,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","8.7687s"
2,"Closer means, identity cov",1000,1,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","3.1503s"
3,"Closer still, diag cov varied scale",10,1,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","0.4526s"
5,"High overlap, full covariance + correlation",1000,4,"mclustBootstrapLRT: EII","p-value: 0.001",">1","6.3668s"
3,"Closer still, diag cov varied scale",100,1,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","2.2616s"
3,"Closer still, diag cov varied scale",500,1,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","13.4115s"
3,"Closer still, diag cov varied scale",1000,1,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","5.1947s"
4,"Full covariance, small overlap",10,1,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","0.421s"
4,"Full covariance, small overlap",100,1,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","1.3691s"
4,"Full covariance, small overlap",500,1,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","4.6773s"
4,"Full covariance, small overlap",1000,1,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","74.8888s"
5,"High overlap, full covariance + correlation",10,1,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","0.4379s"
5,"High overlap, full covariance + correlation",100,1,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","1.9474s"
5,"High overlap, full covariance + correlation",500,1,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","8.5421s"
1,"Well-separated means, identity cov",10,1,"mclustBootstrapLRT: VII","p-value: 0.027",">1","0.5398s"
5,"High overlap, full covariance + correlation",1000,1,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","6.4635s"
1,"Well-separated means, identity cov",10,2,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","0.4072s"
1,"Well-separated means, identity cov",100,2,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","2.1399s"
1,"Well-separated means, identity cov",500,2,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","9.3422s"
1,"Well-separated means, identity cov",1000,2,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","10.5721s"
2,"Closer means, identity cov",10,2,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","0.5026s"
2,"Closer means, identity cov",100,2,"mclustBootstrapLRT: EEV","p-value: NA","NA",NA
2,"Closer means, identity cov",500,2,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","10.7852s"
2,"Closer means, identity cov",1000,2,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","12.2108s"
1,"Well-separated means, identity cov",100,1,"mclustBootstrapLRT: VII","p-value: 0.001",">1","0.7469s"
3,"Closer still, diag cov varied scale",100,2,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","1.7804s"
3,"Closer still, diag cov varied scale",500,2,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","3.0202s"
3,"Closer still, diag cov varied scale",1000,2,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","16.3244s"
4,"Full covariance, small overlap",10,2,"mclustBootstrapLRT: EEV","p-value: 0.001",">1","0.413s"
